Text,Label
khuda ki lanat esy logo pr,Negative
ulta ltka kar zinda jala dyna chahye os ko,Negative
astaghfar allah ko lanat ho is pe,Negative
astagfirullahlanat is insan pr,Negative
lanat is insan py,Negative
koi pakar k zinda saro oye is kuttey khanzeer di nasal aan,Negative
ya iski pakistan asa ny hawaly karo taa k iski ibrat da nishan bnaiye is di maa da gandu,Negative
astagfirullah allah ne apne ghar ki hifazat zema khud liya ha ase log inshallah tabha hon ga,Positive
allaha ki lanat esy logo pr,Negative
ya kia kia hora h kaabah shareef me aye allah hidh da tooba astakfaar,Negative
is k uper shikari kuttay choraykhunzeer k bachay pr,Negative
harami ko sarae aam phansi do,Negative
ye kia horha allah ka azab nazil ho in p,Negative
yahi petrol dal k is jo agg lga do khna kabha ki hifzt k lea apni jan b qurban,Negative
laanat es khanzeer pr,Negative
agar so abb secretly married hon tu imran khan k liye dooooob marney ka muqaam hea,Negative
buht aqalmand ho puri kahani samagh as gai tumin wysy her kisi ko apny jysa nahin samajhna chahiye,Negative
jhoty number ky yahodi sy shadi ki isny ye kia insaf dilaiga kisi ko,Negative
jalson main behayai hoti hy agr hy ye insani humdardi rkhny wala to jo jalson main pesy kharch krty hyn wo gharebon ki madad kryn us peson sy yahodiyon ka hath hy isky pechy sb siyasadan jesy hyn bekhari fakeer,Negative
ajeeb bytuki baat,Negative
allah k liey nawaz sharif jaisy chor luteron ko apna leader mt bnao warna ye pak mulk din badin dobta chla jaye ga,Negative
ma sha allah imran khan or zamaima bahot mazboot personalty hai,Positive
azeem uret dakhni h tu jamima ko dakho husband ki ezt kasy kerty us uret sy seekho,Positive
hazar hasbnd hongy os k,Negative
ur h ya ni lakin ezt kerna wo janti h,Positive
chalo niazi k tatoo cjal,Negative
good jamima is traha pyar hota khai jo apani husband ki eazt kara good imran khan zandabadpakistan ka pm aap he ho inshallha is dapa,Positive
azeem baap ka azeem beta allah lmbi umer dy,Positive
to zat ka hai syed or ma tumra nokar,Positive
kasay ho pehlaaj,Positive
dearest sister aap kab say aa rahien hein please reply,Positive
ye harami gardar ha sab ko pata ha is ka bap pata nahi modi ha ya jandaal ha,Negative
bhai ye dekho ye hai wo masla jis pe is ki ghaddar same ai hai ye corruption karta lott ta jo marzi karta ye q kaha hai is ghaddar ne,Negative
kya woh jo mary unko insaf nahi milna chahiya bhai teri souch ik choti c muthi ma band hai or dosro ko tu kah raha ha,Negative
hahahaha yahan se jaein aur maar aein ye b sun is ki baat,Negative
ma ap k show ka bra fan hun,Positive
lo ye phir aa gaee long ki laachi,Negative
nice assalam o alikom kce he ap,Positive
zaher se bt h y tu shaneramza qk is ky host my cute bro best parsant and best an best bhai jo hn,Positive
sadqe allah is bache ki mushkalat asan farmaye ameen,Positive
ya allah karim in ki madad farma amin,Positive
aur ab km taleem ya adhori taleem ki wjha sy koi dhang ki job nahi karskti,Negative
aur baaz halat sy tang aakar ghalt kaamu par mjbor hojati hein,Negative
police fir dy ky aram farma rahi hai pesy mag rahi hai or hukmran so rahy hai,Negative
humy inshaf ly ky do bhai ye b zanab jisi bachi hai upar se nabina bachi thi,Negative
nabina bachi se zyasti kr ky katal kr dia gya police fir dy ky so rahi h,Negative
apko b din se py mcg kr raha hu email kr raha hu facebook py mcg kr raha hu ap b koi reply nai dy rahy awaz utha dy nabina bachi thi,Negative
allah jaza dy ga,Positive
mera pakistan hamary jannat he or wo islye he k yahan bht say achay log hen jese hamaray iqrar bhaipakistaaaaan zindabaaad,Positive
koi pursane hal nahiplzzzzz sos,Negative
hum sub ko agar pakistan ki khidmut kerni hai tou degrees nahi shaoor phelana hoga or nizame taleem se kali bheren nikalni hongi,Positive
mujhy apny program me invite kren main in idaron k khilaaf rishwat k proof pakidtaan k awaam ko dikhana chahata hn,Positive
kitni corrupt govement ha ye,Negative
ap hmari shan ap se he ha pehchan,Positive
allah apka hami o nasir rahy amin,Positive
laanat ho aise journalist paida krne wali maan pr jis ne ye hram paida kiya aur kaam b is ne haram hi kiye jis ka inaam b aj mil gia aur tmam journalist ka sir sharam se jhuk gia,Negative
k is kuuti k bache ki qeemat bs ak seat thi iska tu naak b kutte jesa shakal b kutte jesi aur kertot b kutte jese,Negative
sala h nusrat javed ko jo tv pr is kutte ko apne samne berdasht krta reha,Negative
k chori kesi ki jati ha kese mulk k awam ka esa khaya jata ha,Negative
kese poore mulk ko loota jata ha sharam kro minhas bhai,Negative
inshallah is tareh keh rhay ho jaise nawaz sharif ne chori kr k bada kaam kia hai,Negative
insaan bano begaret nahipakistan ka paisa chori kr k bahir le gya hai aur us paise se apne bacho ko business bana k diye hain,Negative
ye to uss tereh ka sahafi tha jesey drshahid meshood ney wo lerhki rakhi hui hey bs g g kerney,Negative
m to sahafi ni bel k nusrat javed ka chhokra kehna pasand kron ga,Negative
karnay waloon ki mazeed hosla afzaii hoti hay or violence bhi barta hay,Negative
wo aik tu wo murtadd dosra sari dunya mein na sirf zina karti phirti hea balkay media mein uss ki tashheer b karti hea,Negative
insan k name pe daolat k pujari hain sb agr smjh sko smjh lo,Negative
qurban jao,Positive
bilkol sahe afia sedqi ka dushman,Negative
farooq sahb zara hosh karo afia afghanistan say gai hay,Negative
apny batio ko kharo k hath bachny waly haramekhore ko hisb dana ho ga chife justice murdabad,Negative
inshallah allah pak in ke madad farmay ga ameen suma ameenlabaik labaik labaik ya rasool allah,Positive
arm cheef se kis cheez ki tawojo ki jaye in logo ne tu beja tha dolor k auz yeh tu khud america ka ghulam hai,Negative
bilkul sahih farmaya,Positive
ap patwari us si gila karo jis ni as mulk pi sal hukomrani ki naihal nawaz sharif jis american ijant ko chora likin quom ki beithi ko riha nahi kiya bi sharm bi zameir hkomran,Negative
allah kray doctor afia sadiqi pakistan aye refrendom ho aor doctor afia sadiqiwazeer a azam bnay ameen,Positive
america k sath mil k america say dollar aur asla lay k america ko shikast di hy,Negative
musharaf ka kam ta eml kase mulana abdul salam zagif pakhton,Negative
ye jrnal musharraf hezeer k aulad ka kya hwa amal ha aak taraf qaom ki beti ko aghyar k hawala kya aur dossri taraf khud apni qoam lal masjid o jamia hafsa aur bajaorr agency k madars ka qatleaam kya,Negative
allah pak is henzeer insan ko aur isky himayat karne walo ko dunya aur akherat may zalil oriswa nestonabood kardy,Negative
me lanat bejta hn asy hukamrano par nawaz shareef or sadar par ke kia ham itn ger gy he in ko apny jan mal ziat paiary he leken kia ya qom ke bety nahe pocha jay ga in se s ka b a hukamrano daro us den se jb hesab ketab ho kia jawab do sary zindagy assho me guzar de,Negative
allah in ko tabha o barbad kry jo me molawes he,Negative
jab commander gen pervaiz jaisay hon gy tu ghairat mar jati hy,Negative
unn ka remend daivs hmaray mulk main hmaray bunday maar gia aur hum nay ba izzt treekay say mohtram ko jhaz main bthaiamgr ghairt ke puste ka ye aalm hay hmaray qoam ko mukkay dkhanay wala mashurraf nay apnay hathon say uss maasoom ko unn k hathon main day dia,Negative
quome barbad ho jati hy,Negative
jo commander aik muslim beeti ko khud kuffar k hawalay karway tu baqi kia reh jata hy,Negative
oh beghairat gen pervaiz agar dr afia ne koi jurram kia b tu us muslim beeti ko izzat ki mout hi dy deta goli mar deta uski izzat tu bach jati,Negative
american apny qatlon ko lay gya aor aik muslim beeti ki izzat na bacha sakay,Negative
laanat hy tum jaisay beghairaton pe,Negative
sari umer quom k tukron pe ayashi ki jab waqt aya tu kuffar ko watan beeti izzat sab kush dy dya,Negative
kia bacha hy es pakistan k pas american sahi tu kehty k pakistani dollars k badly apni maan ko b bech sakty hain aor tum aor tum jaisay beghairat eski zinda misal hain,Negative
ellah muslem ko mujahid isllam ko kamyab banalo,Positive
ya allah madad farmaameeeen ya rab ul aalaa meen,Positive
wesy doctor aafia nai umeed lagi bi too kiss se pakistani qoom se jo apny lidrs ki mohhabbt mai andi hoi peri,Negative
lidr bi koi hatmy naboot ka gadaar koi islm ka gadar pmln wala pti ko jahil bol rha pti wala pmln walo ko,Negative
alla musharraf ko taba karin ye sub zulam us na kia awr pakistani madaris ma begonah tulba ko shaheed kia americans ko hush karny k liay musharraf pakistan ko aa kar pansy dia jay,Negative
jis kom ko aaj tk yeh nai pata hamra deen kya hn hamra islm mai kya hukam hatmy naboot ky bary mai wo docter aafia ko raha kry gy aaj kisi ky lider ny awaz uthai docter afia ky barry nowaiz sharif imrn zrdari koi kisi name bta dy pata nai kb hum logo mai shower ayy gy,Negative
afrine de nar badar bachi ye,Negative
bajawar lal musjid hafia sedeqi imal kasi abdul sallam zaif pakhtoon gar masmar karna taliban bichna musharaf farviz musharaf he,Negative
ya allah tu afia ki mushkilat asaan farma aur inki azmaish khatam kar dey amin,Negative
saeed khan apni bkwas apny pas rakho,Negative
sary kam army ny krny lutny k leay jin ko bitha rakha unko kyu ni puchty,Negative
afrine musharaf ni jo dalar lya os ka kia ho ga,Negative
afrin zinda abad musharaf sab,Positive
hussain haqani jese afraad ko sakht tareen saza di jae,Negative
lanat ho hamari govt oor perdhsnon per jinhon ne amriki qatel wapis kerdiay mager aik beti ko na chura sky allah k in ghark ker de,Negative
dr afia ki bad dua he jo mian sb darbader ho rha he,Negative
hamara hakumat bhaot bagerat hai jo koum ki beti ko nahi chor wasakte hai lanat bechte hai esi hakumat par,Negative
hamare hukumraan tu begairat hain,Negative
kab pakistani kom ma ghairat ayegy apni behn ko wapis lanay ma ufffff i m disheart,Negative
ab kidar hey wo loog jo seraf hamarey leye bahadarhe sharam karo as behan per raham karo aur in darendon seh azad karo,Negative
allah apko sehath o hafiath k sath rehai dilaway ammeen,Positive
sab baiyo sy guzarish hy k apny apny himat k motabik is ko phelaen or is or pakistan ki is izat ko wapis laen,Positive
allah kray doctor afia sadiqi pakistan aye refrendom ho aor doctor afia sadiqiwazeer a azam bnay ameen,Positive
panch sal nawaz sharif bigirat no hkomat kiya kiya qoum ki beithi ka liy sharam ani chahiy lanat asay lougo par are in ka sapotar par,Negative
imran nawaz zardari ur in jysy leadro k hoty hovy kom k bytiu k sath eysa hota rhy ga ik inqalab jo in sub ko margla tewer p letkey,Negative
janb wala ap logo sy mara ek guzarish hy meary pakistan my agr kesy k sat koi zydty ho ja ta hy to osko seda fire krka mar dy ta hay or muslman y or pir agy sy bary bary baty b kraty hy or mai na inuslt ky falny admi ke or mai pakistani qoom sy requeste kraty afiya hamry bety bhen be hy or hamry maa hy kuch karo in ko chorao in ky laiy awz otao,Negative
hami apni rab say ye dua ha ke mazlom bahan afia sadeqi ko rehayi atah farmaye amin,Positive
allah pak apnae ghaib say in ko reha karae aameen qk mpsalmanon mai ab wo qowat nai k bazor e smasher aafia ko reha karain,Positive
manzoor pushtoon ko galia deny waly qom ki beti aafia sadiq ko reha karo,Negative
bajwa sahib and chief justice sahib khuda ko kia jawab dogay jub allah aap donoon say afia key baray pochay ga,Negative
inshallaha imran khan ur hm qoom es ki america say wapes kringay inshallaha,Positive
pakistan k tamaam politions ko sirf paisay say piar hay mulk say nahain aur tamaam bay ghart hain,Negative
inshaallah allah apky sath hy allah achy leader dy jo m bin qasim ki nasal sy ho,Positive
allah rab ul izat malgoon perwaz musharf or us k itahdiyo ko zalil o ruswa or byimani ki mout dyy,Negative
insjallah allah pak koi zaroor wasila banay ga rehae k lyeallah pak zaroor insaf karay ga,Positive
allah talh app ko ak roz najaat dalygh app ka barosa rab pr jald wo din aygh insahallah,Positive
afia sadiqe hum sharminda ha tera bachna wala bagharat musharaf zinda ha,Negative
hamare leader ghleez insan hen jinhon ne afiya sidiqui ko kanjer qaum k hawaley kiya wo pakistani leader apney baap ki najaiz aulad ho ga lanat he aisey leader per thooooo,Negative
allah pak zalemon ke qead sa afia sadeqe ko rehaye ata farmaya zalemon ko nest o nabod farmaday,Negative
ya allah in zalimo ko ibrat naak anjam tak pohncha dain aur humari maa aur behan dr aafia ko in begairto ki qaid say aazad kar dain,Negative
mera allah rehai day ga,Positive
ya allah hmari behen ki madad farma,Positive
pakistan ki murtad hakomat k os azim qoom ki betii ki koi fekar nahi,Negative
ya allah humari behono ki madad kar teri madad chahai bs tujh se,Positive
allah afia saqei par raham kare,Positive
inshallah ye kam imran khan kare ga inshallah,Positive
allah anhin jald rehai naseeb parmy,Positive
allah pak apki madad zaroor kreingy ameen,Positive
musharaf ye tum nye kia kia apni ezaat bheej dye,Negative
allah kare pak ma b koi mard hukamran ae jo koom ki betion ki hefazt kary,Positive
hazar lanat musharaf tuj par our begherat hukamran,Negative
ya rabbe kaynaat musharraf ko tabah o barbad karde,Negative
pakistan k by ghairat lentil hukmran,Negative
swaiay tayyab urdgan k tmam muslim leader kia likhoon,Negative
lanat hy pakistan par hokoomat karny waly hukamrano par,Negative
lanat hamaray behis hukamrano husoosan pervez musharaf par,Negative
allha pak zalmo sa najat ata farmy,Positive
aafia tujhe allah salamat rakain,Positive
allah pak madad farmai aameen,Positive
ya allah pak affia ke madad farma,Positive
allah rahm farma,Positive
allah aafia ki mamdad kary,Positive
ya allah madad farma behan ki,Positive
pakistani dallon ki quom dallon ki army,Negative
ye beghirat hukomat hy,Negative
ya allah madad farma muzloom behn ki,Positive
lanat mosharaf kote par,Negative
inshallah zaror or jld apny watn me waps ay g,Positive
musalmanun ki ghairat maari gayei haih,Negative
allah madad famaye afia ki ameen,Positive
ham sab beghirat hen,Negative
pakistan ki jo jarnil hi oaski waja so afya jil me hi,Negative
ya allah aafia ke madad farma,Positive
ya allah pak hamari is bahn par rahm farmaameen summa ameen,Positive
yallah musalem far rakhm kar gafia azad kar,Positive
kute ka bacha ghaddar harami haqani,Negative
army nay tu america k hawaly kia ta aur dollars lye ty,Negative
allah ham sub ko him at or gerat dye,Negative
ya allah meri sister affia ki madad farma,Positive
allah madad kare,Positive
medya waly zinda bad ya allah afiya sadiki ko azid kar,Positive
amrica kota he,Negative
dob mro gandy hkmrano,Negative
lanat aese hukmrano par,Negative
allah ham sub ko him at or gerat dye,Positive
allah rehm kre behn per,Positive
inshallah allah ap ki madad karat ga,Positive
yaha ke hukamran meer jafar aor meer sadiq se be badtar he,Negative
ya allah madad,Positive
buzdilun se kya gilah pakistanyu,Negative
ye hukmran biky howy hain,Negative
allah ap ko apne fazal o karam se rha kare,Positive
laanat ha es mulk k hukmarano per,Negative
khuda kiliay puri qoom utto es ki madad karo,Positive
pakistani hukamranon sa ya twaqo nahi,Negative
allaha asani pida kary,Positive
yaa allah madad farma,Positive
lanat husan hakane musharf zardari nawaz sharef part,Negative
ye begyrat mushraf ki waja hy,Negative
allah ya allah madad,Positive
pervaiz musharaf murdabad,Negative
ya allah madam farma,Positive
ya allah madad,Positive
hussain haqani qutty tere p lannat ho,Negative
unhy jinsi toor br harasa krny ki kosis nhi blky aye roz unhy harasa kea jata hy,Negative
lanat musharf per,Negative
allah dr afia per reham karay or un ke madad farmay,Positive
allah hamri behan ko azadi ata ferma kafiron se ameen,Positive
allah khair kary ga,Positive
lanat ho in hokmrano per,Negative
last ho in hokmrano,Negative
education hasil kro aur pakistan ki khidmat kro,Positive
min haisul qoam ham sab hejray hein,Negative
ya allah rihai naseeb farma ameen,Positive
khuda ki zat piyary habib k sdky rahi dy,Positive
afia sis k rehai k leye dua karo k allah qoum ki bete ko jald az jald reha karday aameen,Positive
musharaf jo pkdna chaye wohi hy kasoor vaar,Negative
allha hifazt kry amen,Positive
allah pak aafia ko jald musibat say reha kar dai,Positive
hum bayhis awaam hanais sy zeada zoban py ata nahen,Negative
allah pak rehai ata farmay,Positive
bhai filhal khan sahb ko eqtidaar mai ane ki dua kreininshallah wo dr afia ko zrur le k aengein sha allah,Positive
